eva_count_list,eva_value_list
1,-0.7723498413236318
2,-0.8627358827706395
3,-0.8535795503904673
4,-0.8853305909130595
5,-0.8231406409869517
6,-0.8358321516208121
7,-0.8550705298949657
8,-0.8102987192151918
9,-0.8713318747728573
10,-0.8173785205491363
11,-0.8156290489814776
12,-0.825399075623368
13,-0.8425600186895353
14,-0.857170779817138
15,-0.9206857068644279
16,-0.8058905156799339
17,-0.922693395986062
18,-0.7170654095509671
19,-0.7739167241666894
20,-0.7672298680089933
21,-0.8557502731272812
22,-0.8184663917932488
23,-0.7610632324740434
24,-0.8227579093510426
25,-0.8155043056944896
26,-0.8226601277709484
27,-0.7047358125761265
28,-0.7347782537259924
29,-0.7813330752721113
30,-0.7068637557331117
31,-0.8398641761279799
32,-0.8822360687625357
33,-0.7980295067353557
34,-0.7543270610515724
35,-0.837051986357789
36,-0.7522991008893241
37,-0.8850361247296338
38,-0.6463966744314652
39,-0.7225343839446016
40,-0.7718730465401685
41,-0.8380306290507245
42,-0.8400725554194641
43,-0.7240965370448527
44,-0.7155364538100719
45,-0.7211163524916302
46,-0.6707098468103743
47,-0.7683259267542634
48,-0.6481014859109558
49,-0.7491570416087616
50,-0.6209250708516587
51,-0.7373890576409045
52,-0.8003914977688789
53,-0.6928204923701509
54,-0.7737617909341441
55,-0.6517660128564314
56,-0.6479118910989445
57,-0.7095479899292718
58,-0.6682881729082326
59,-0.8116664801945092
60,-0.7966710417670507
61,-0.6911779540763086
62,-0.7156717519321336
63,-0.8018695772315562
64,-0.6645171965199286
65,-0.7530514898498508
66,-0.760574775834617
67,-0.7184400252095205
68,-0.7300015064477243
69,-0.7099303778633401
70,-0.6789732959467053
71,-0.6542719510774951
72,-0.5527489002627897
73,-0.8206791599094057
74,-0.7169019241949676
75,-0.618544792809659
76,-0.6439372844651519
77,-0.7173064908771604
78,-0.7412648588263395
79,-0.8492479131129462
80,-0.6337420619500919
81,-0.7676769121373765
82,-0.7120352788867901
83,-0.686671267914346
84,-0.5659559480899649
85,-0.6244325565335614
