eva_count_list,eva_value_list
147,-0.5292846961133604
148,-0.6216362216646882
149,-0.5180115418975941
150,-0.551337113911823
151,-0.5387806534549039
152,-0.5087881252490352
153,-0.4999520619458842
154,-0.4220443245941132
155,-0.5720659530171582
156,-0.60536942808612
157,-0.4740355870997474
158,-0.5990915105270885
159,-0.5500693019253509
160,-0.530900447214177
161,-0.41337886681602376
162,-0.5251523342331186
163,-0.46397874845253445
164,-0.5379563267633858
165,-0.5391235108242017
166,-0.5107207759884541
167,-0.43290592586685006
168,-0.5445360815755634
169,-0.685886698457754
170,-0.45707384641684357
171,-0.44286235393947226
172,-0.48451359501752317
173,-0.44749097059244686
174,-0.4851531091722344
175,-0.7693519177893969
176,-0.382222147978332
177,-0.44688406670446507
178,-0.45826102405877245
179,-0.535065379952861
180,-0.5707561490068589
181,-0.41348889342157263
182,-0.3937091577306874
183,-0.41556484007604
184,-0.5481409192135387
185,-0.4679957756521266
186,-0.46986502888879145
187,-0.5118654027997944
188,-0.5839664155749296
189,-0.49016098943119013
190,-0.5153808378740111
191,-0.6132170139968692
192,-0.486896920722252
193,-0.3397687964341677
194,-0.401948169629338
195,-0.38270877987765023
196,-0.5380219218284188
197,-0.5391680277595701
198,-0.46363226915438294
199,-0.4503635660752023
200,-0.48594197997264804
201,-0.46730528847687614
202,-0.3779166842302871
203,-0.5750420710121541
204,-0.4827792739418892
205,-0.4631340671457912
206,-0.416501484805469
207,-0.4244287520364399
208,-0.5584108784413899
209,-0.40221206518335234
210,-0.574663702715274
211,-0.5772595821733474
212,-0.41817735634183
213,-0.5167929149915579
214,-0.4683640025149403
215,-0.5623082189484722
216,-0.39775580148013934
217,-0.440818858939083
218,-0.4304417751193356
219,-0.4626732677182739
220,-0.4121296530075397
221,-0.4939583909541264
222,-0.49252961155440805
223,-0.5148950282701169
224,-0.4681479609181756
225,-0.37851459876543303
226,-0.4230536949958135
227,-0.5051235628421733
228,-0.4445122793908605
229,-0.4796784058048054
230,-0.49501721215691863
231,-0.4570839699015227
232,-0.3657650570996647
233,-0.5540761835289583
234,-0.5324987824262162
235,-0.34767923528617695
236,-0.5329792026194762
237,-0.5358225629711829
238,-0.46562528088009314
239,-0.4143090966068998
240,-0.4820974768316847
241,-0.44952097793447454
242,-0.5200302037354291
243,-0.4725208344841656
244,-0.4228243473015835
245,-0.43340236825390016
246,-0.49330538836325966
247,-0.372976064308814
248,-0.45219343785117855
249,-0.2667635777854329
250,-0.4580240154671449
251,-0.45602179627805783
252,-0.4537266867779611
253,-0.40844900204730916
254,-0.4288633237230989
255,-0.2949719379133039
256,-0.3873051440377201
257,-0.46084326927875824
258,-0.41164805174212626
259,-0.40022887779224997
260,-0.34460119917345644
261,-0.4704743403861458
262,-0.5208521711610208
263,-0.41384857676102393
264,-0.37219016440143915
265,-0.45103926400876543
266,-0.45737391772203617
267,-0.48738845402063313
268,-0.35032441323272434
269,-0.34437764315386776
270,-0.38270497154204663
271,-0.3966812982430016
272,-0.37916346825244396
273,-0.42083905066472704
274,-0.4127901977634417
275,-0.38047794945253577
276,-0.5084077795999481
277,-0.5213917053499416
278,-0.42386923742295235
279,-0.43552933455684384
280,-0.4008905563193442
281,-0.3815410083961354
282,-0.5251972522353043
283,-0.4363295557349504
284,-0.44653178988171477
285,-0.3607344460918789
286,-0.38741171952540754
287,-0.3763582833509224
288,-0.3264900798285886
289,-0.44498203160939376
290,-0.36159378447259527
291,-0.37112318984646797
292,-0.3687860560234337
293,-0.39718151650190026
294,-0.44437946954398005
295,-0.4027428645623899
296,-0.29952955207085796
297,-0.5009075503749956
298,-0.3946982947242664
299,-0.30308941884265506
300,-0.2665403444730636
301,-0.39532318962190305
302,-0.39470028409596997
303,-0.4719278201667246
304,-0.381265969823316
305,-0.4054546642329725
306,-0.32020588465862493
307,-0.2824017960352493
308,-0.3741350094340954
309,-0.3886627943502202
310,-0.29967118465257553
311,-0.29661852575781966
312,-0.38470270474509877
313,-0.31425741075690294
314,-0.4234788554511534
315,-0.32667951529171474
316,-0.3259774847887032
317,-0.34635310157961097
318,-0.4173191585873225
319,-0.3314839427392181
320,-0.25330216673147815
321,-0.4178509964707823
322,-0.30673729967926344
323,-0.44842414701140765
324,-0.339382377866989
325,-0.39682555865423924
326,-0.4756307477897974
327,-0.31314652509210583
328,-0.2971108762197733
329,-0.38369988115616166
330,-0.2740016837662577
331,-0.30450768956533963
332,-0.411711310570377
333,-0.2704675803424247
334,-0.31116087327113473
335,-0.43205101172905147
336,-0.31547877747035113
337,-0.42679347398146517
338,-0.20823086155540677
339,-0.40638185438868685
340,-0.36004629967410173
341,-0.2669651357600869
342,-0.417786494032918
343,-0.3381728797068223
344,-0.3732626631348669
345,-0.30252061876016123
346,-0.3786675699769976
347,-0.3683901303020073
348,-0.3992087963247651
349,-0.2945512330959866
350,-0.4822181309547718
351,-0.2981460111797094
352,-0.3562940278638088
353,-0.40899641817778176
354,-0.3501528145198231
355,-0.24695475249912083
356,-0.3440791490416011
357,-0.24612697930376476
358,-0.40564564289588406
359,-0.3470073629866326
360,-0.3090897043679294
361,-0.35098890331819715
362,-0.37399844151284733
363,-0.31825435573135513
364,-0.3335136415929717
365,-0.30187779184080576
366,-0.34070329677343053
367,-0.29244743535847656
368,-0.2507681109540649
369,-0.34652832907810877
370,-0.3000523099628297
371,-0.45234394078308837
372,-0.3158919411643703
373,-0.3888261348306771
374,-0.33133885200830815
375,-0.27208095390720244
376,-0.3637883860953838
377,-0.31169898017003206
378,-0.4240425860529287
379,-0.3284329496035282
380,-0.3074747809811212
381,-0.3066068578713062
382,-0.38457264491637627
383,-0.35613903395390667
384,-0.3185193720809019
385,-0.23668788820687806
386,-0.5344977962252432
387,-0.27788400455760504
388,-0.35093505538279085
389,-0.33446486003871934
390,-0.5401892873093939
391,-0.3798477101259891
392,-0.41923375406441243
393,-0.3844635954232273
394,-0.353475991679743
395,-0.5248085098290197
396,-0.34893158132368274
397,-0.34009866808847405
398,-0.3398163351369948
399,-0.26635060574445113
400,-0.3266952953145297
401,-0.24930344016464728
402,-0.5247651045169965
403,-0.3850705887223971
404,-0.3756749716124978
405,-0.4330075944573041
406,-0.40380113731941353
407,-0.4839658608769029
408,-0.39238806390966
409,-0.3153737609826286
410,-0.3772232518469276
411,-0.42076290196030675
412,-0.35190535344864066
413,-0.36723173017637967
414,-0.29758739673182755
415,-0.3326835754915071
416,-0.3162910213171597
417,-0.3675090689677988
418,-0.4397226760360913
419,-0.26483034893358576
420,-0.34930380272136247
421,-0.3087855996058758
422,-0.3776509521394699
423,-0.3924048447205986
424,-0.4410237631835724
425,-0.2675697214972717
426,-0.31862702400428644
427,-0.34498685912571575
428,-0.38684758541927133
429,-0.3000992010402609
430,-0.3474044939183997
431,-0.331117152214278
432,-0.3836984107310627
433,-0.3884712671061857
434,-0.25886898658309276
435,-0.389537143149321
436,-0.3659816043040301
437,-0.3125092861014941
438,-0.3034046367701604
439,-0.343706682831929
440,-0.41060209743284837
441,-0.3133301581799251
442,-0.2753485854650748
443,-0.2676076760142152
444,-0.4617387876471609
445,-0.2408745595116517
446,-0.36054669458282584
447,-0.26446065757722614
448,-0.26509683871808776
449,-0.3835921485750876
450,-0.3375008986888391
451,-0.27059592892792905
452,-0.2874417608514494
453,-0.32810917150434854
454,-0.4136446219988156
455,-0.40316989834085043
456,-0.2811425045752834
457,-0.32198251784055576
458,-0.4237299139469416
459,-0.36332092543658123
460,-0.29902758578322775
461,-0.3162142642156889
462,-0.3806703196635614
463,-0.3691412291372549
464,-0.43949938900755725
465,-0.37320922252616284
466,-0.28373737654346565
467,-0.39232235180124386
468,-0.40068569005477583
469,-0.4311411713292781
470,-0.5027592191902195
471,-0.4037835777863933
472,-0.333443712732292
473,-0.45769522044140787
474,-0.3743532074249659
475,-0.2973494321438444
476,-0.336090138939225
477,-0.4176026423632451
478,-0.3395127301728821
479,-0.4192481818250823
480,-0.3348810965055082
481,-0.36856154332506275
482,-0.312209403518944
483,-0.28574731014723154
484,-0.3698540959229735
485,-0.29586611258701506
486,-0.3188058622442461
487,-0.46600901879498224
488,-0.3434763458408736
489,-0.2129084924537621
490,-0.3437403308020054
491,-0.41545560910145474
492,-0.3251984344812516
493,-0.2960541637449946
494,-0.41605914625151186
495,-0.395146466947841
496,-0.3075751657868539
497,-0.46040168501746387
498,-0.32918393128547774
499,-0.34932126767492133
500,-0.40599540290319486
501,-0.4136537186343758
502,-0.3288712842980076
503,-0.29489819478717244
504,-0.3273373650849956
505,-0.38073991658717793
506,-0.35454128758051073
507,-0.34482195658879655
508,-0.4229409668965706
509,-0.30952655397895135
510,-0.2895925817596497
511,-0.2737526535950745
512,-0.41240897401183324
513,-0.4338512374298344
514,-0.4142237602147848
515,-0.2517082889726975
516,-0.34388134244406265
517,-0.46392869774002954
518,-0.34909175181331775
519,-0.3627227066973905
520,-0.32052586692285445
521,-0.40347971089139706
522,-0.44566699423974193
523,-0.3423232591926312
524,-0.4419678659864369
525,-0.3523151448313923
526,-0.349369485594221
527,-0.3530507717187322
528,-0.36955920618771043
529,-0.3774212184524731
530,-0.4299829408453021
531,-0.3381546202802126
532,-0.33631510402628406
533,-0.3621239444438988
534,-0.36575019704364525
535,-0.34717845161594985
536,-0.35951598553202146
537,-0.33631392191683124
538,-0.3483219036812156
539,-0.34731610638782545
540,-0.4643356834143336
541,-0.3404260147446326
542,-0.26740363801686234
543,-0.39609819740987856
544,-0.3093430467975719
545,-0.40553676029076435
546,-0.37446829451122005
547,-0.3470517213106942
548,-0.3613320342213681
549,-0.35559946222220723
550,-0.4710870002835419
551,-0.2728155025539928
552,-0.2796486682197063
553,-0.2641602867369272
554,-0.3474360439164486
555,-0.32195482287219335
556,-0.3520680485984434
557,-0.22828799857168575
558,-0.3504574698773339
559,-0.27255031817061426
560,-0.4860142370130752
561,-0.3230965761394041
562,-0.49571591205625715
563,-0.4032067609052438
564,-0.35915503671018967
565,-0.4338838632842041
566,-0.40535508842331314
567,-0.4692294303524508
568,-0.3681509149859232
569,-0.4154724823471345
570,-0.32485390135917347
571,-0.37466623292449236
572,-0.37615344659636574
573,-0.31947245675362324
574,-0.4080493808572177
575,-0.28309032731317313
576,-0.34972743681857665
577,-0.30062508179872655
578,-0.4092021396084477
579,-0.34780958874520806
580,-0.35993075571565597
581,-0.4375682534135204
582,-0.38755100915260715
583,-0.21127825004873274
584,-0.3889947051866881
585,-0.275859819124349
586,-0.34058266441980095
587,-0.4073015820412233
588,-0.3932385177296027
589,-0.3228666335186355
590,-0.38864112658671035
591,-0.2960369739955102
592,-0.3768435329487247
593,-0.28059225074505656
594,-0.4308960448476422
595,-0.31999767548924296
596,-0.2892205231090837
597,-0.29658360707477394
598,-0.3032494453181832
599,-0.3048159991694087
600,-0.36699870243074484
601,-0.34358022832557655
602,-0.4244107986650518
603,-0.33391790890106465
604,-0.36846294744825625
605,-0.3579971149257485
606,-0.4557545810478986
607,-0.27680334023660896
608,-0.352570754975024
609,-0.3402536498203022
610,-0.4682161482273017
611,-0.3930297824421334
612,-0.3291198892872479
613,-0.23540286405035565
614,-0.4312057630310241
615,-0.26864364708180366
616,-0.3799823242229669
617,-0.40601401509999624
618,-0.25739302806142816
619,-0.38044572144160854
620,-0.3002520280281449
621,-0.33328878934733563
622,-0.3547648823577017
623,-0.4441430890470673
624,-0.43833708583572983
625,-0.3804135430410697
626,-0.345659333565525
627,-0.3091950248619435
628,-0.36434838933165253
629,-0.2522063628078085
630,-0.32943310147074467
631,-0.28988614116476974
632,-0.2686662483012293
633,-0.41332624266723383
634,-0.41889974094400345
635,-0.4466080458909246
636,-0.4234108936569472
637,-0.403147035548744
638,-0.274785097263828
639,-0.36941201845529
640,-0.33328881375721287
641,-0.4719701150882226
642,-0.39101651870662957
643,-0.3208242184261169
644,-0.3893458324230195
645,-0.26436967528034605
646,-0.34402279374604955
647,-0.396592204960636
648,-0.3196304979019142
649,-0.4063600025292062
650,-0.33467682126164844
651,-0.44077083466248757
652,-0.39651006831374563
653,-0.34269617162828536
654,-0.44611030014575254
655,-0.3503548575435817
656,-0.3587441527046934
657,-0.39498037690355314
658,-0.42833277511533385
659,-0.34535954222137566
660,-0.35517775528665646
661,-0.25737824723291614
662,-0.47922566828784713
663,-0.33765592685779183
664,-0.39920401935856314
665,-0.4328714274317777
666,-0.3785739638202111
667,-0.37363030219160687
668,-0.30860533841229815
669,-0.33477491943046445
670,-0.21780791283564768
671,-0.287139162692302
672,-0.35504110459268345
673,-0.38057644010190145
674,-0.33891416251022644
675,-0.23336302222484528
676,-0.3387887224367257
677,-0.30237314225688877
678,-0.34832800996257746
679,-0.3960949479999236
680,-0.4046008341179969
681,-0.37977338992486864
682,-0.4622257471508542
683,-0.29220363648298003
684,-0.3880429887477099
685,-0.3426466554671403
686,-0.3199380651744425
687,-0.27500153090857854
688,-0.42690651345891384
689,-0.27977706534133967
690,-0.38924228066544087
691,-0.35461302440445575
692,-0.31271466448589813
693,-0.31693100398416874
694,-0.43884652201170954
695,-0.3516958830557964
696,-0.32872165007456167
697,-0.3852115337250613
698,-0.25930867857422013
699,-0.39560196938475783
700,-0.4111949932772835
701,-0.35100304473224325
702,-0.2944795367864981
703,-0.31770057561015513
704,-0.35685271574523814
705,-0.2783035722034143
706,-0.4072395555575115
707,-0.29682893186590725
708,-0.3664282247100962
709,-0.34928072912691344
710,-0.278918942999825
711,-0.27724992913444
712,-0.33141264112372615
713,-0.45764548626262114
714,-0.3417761452579211
715,-0.3321926606464435
716,-0.40010881019532674
717,-0.34739659461334127
718,-0.3572497339139622
719,-0.2416674674250135
720,-0.33492527713456927
721,-0.519333634269751
722,-0.3764981784092366
723,-0.39243034562250784
724,-0.280400026793583
725,-0.3614550697928961
726,-0.2755492323711448
727,-0.35021201021740495
728,-0.3032963619870063
729,-0.38563151548167357
730,-0.26982799463363805
731,-0.3360069503157493
732,-0.3241079890223388
733,-0.38293814858828623
734,-0.38077524400583296
735,-0.44899388126226636
736,-0.3944039503052711
737,-0.23869845430978778
738,-0.24168786060255504
739,-0.3461286022622598
740,-0.23482871216503307
741,-0.3787054319521327
742,-0.41739104997414705
743,-0.3655001709469837
744,-0.2600321468628133
745,-0.47958853886124003
746,-0.33390886163374073
747,-0.42691810626033827
748,-0.4542464083387746
749,-0.3357123430403727
750,-0.33764034916277075
751,-0.4151424684776105
752,-0.2962787117881171
753,-0.42106143572202165
754,-0.5019814842530428
755,-0.28882887689682557
756,-0.321502032790015
757,-0.40612104660271386
758,-0.2851931162329943
759,-0.4517796811251566
760,-0.47516563069516093
761,-0.38278876959514685
762,-0.3106076988847518
763,-0.328024679292942
764,-0.2854992977604438
765,-0.29382201096009
766,-0.44136239870216054
767,-0.3577208699477988
768,-0.2579783685581263
769,-0.4422015059262935
770,-0.30516463677849126
771,-0.3405404747291214
772,-0.34338008406388004
773,-0.27659693624846077
774,-0.32907863351072636
775,-0.3207461879958107
776,-0.30485307479097823
777,-0.46505412817624847
778,-0.3308471776466783
779,-0.320229103248914
780,-0.2976287326673023
781,-0.4377506772438709
782,-0.4606287929213583
783,-0.3582012027646935
784,-0.41282927712495904
785,-0.38398727873805677
786,-0.37914337090046046
787,-0.4059114437312239
788,-0.3939674478700396
789,-0.33974307531239745
790,-0.3422478337309581
791,-0.37919211493333427
792,-0.32274075698426447
793,-0.30714531526482874
794,-0.2815366963542075
795,-0.38708717062153847
796,-0.3353476858357233
797,-0.3610158039486444
798,-0.5009773960345413
799,-0.37820784437891863
800,-0.3439735774539513
