eva_count_list,eva_value_list
1,-0.5907418301922214
2,-0.531685511056656
3,-0.565872247217806
4,-0.620902441440469
5,-0.7117253580279485
6,-0.6855078773930356
7,-0.6730530437711071
8,-0.6177139249298689
9,-0.6173184839436857
10,-0.44767930471689177
11,-0.6135427927633237
12,-0.555839106933113
13,-0.7168530751664395
14,-0.636283228602141
15,-0.7913075299673038
16,-0.5982571664312861
17,-0.6323984018951241
18,-0.5700962650986379
19,-0.5487837609669308
20,-0.5906228548957507
21,-0.4517914325355057
22,-0.5651278151260939
23,-0.5977624906301117
24,-0.5680908376771993
25,-0.5377128617589947
26,-0.6763110789431286
27,-0.712527124415604
28,-0.5514854459951873
29,-0.5169923848368344
30,-0.6058847252841392
31,-0.5486719246600134
32,-0.5496613507617214
33,-0.62687898728864
34,-0.54867237699549
35,-0.47703426317417436
36,-0.5700733952583802
37,-0.6246350183620628
38,-0.45327779596533746
39,-0.6639786337388256
40,-0.5397166632508856
41,-0.5411917930800165
42,-0.5773693006741707
43,-0.4603996014611901
44,-0.570069590240141
45,-0.6330487634573003
46,-0.5144316222939425
47,-0.5206644329308971
48,-0.4164757300894612
49,-0.573181109468601
50,-0.45798435663610026
51,-0.4217189695502964
52,-0.6275411301618287
53,-0.49735610382386186
54,-0.5376598241269568
55,-0.5339012521241813
56,-0.5289914172944838
57,-0.5106704984671073
58,-0.42641380650879696
59,-0.5191812312172595
60,-0.561983759356956
61,-0.4355554642921587
62,-0.5294759163263479
63,-0.5569778980274389
64,-0.49751584293401807
65,-0.5178948933190393
66,-0.49364493632685774
67,-0.4280051471460409
68,-0.45923174634865854
69,-0.5253870696208109
70,-0.4675684383531619
71,-0.5037420801357716
72,-0.5073170534112257
73,-0.5620402406290499
74,-0.5601761327980991
75,-0.474032246240648
76,-0.4587397212202296
77,-0.488915036634425
78,-0.5089815393412883
79,-0.454151198868758
80,-0.496591695488848
81,-0.3839927545075772
82,-0.5078579919724044
83,-0.408159201553131
84,-0.46027047742988847
85,-0.44708343972807024
86,-0.45689724338988513
87,-0.4912303370101883
88,-0.475613396419371
89,-0.40699140111753973
90,-0.4933430797659034
91,-0.4322647258489699
92,-0.4435642054612507
93,-0.4918312865983509
94,-0.4099345673722226
95,-0.42270143925845655
96,-0.46950141201017426
97,-0.5035601210079669
98,-0.4242766376208743
99,-0.47193804094202035
100,-0.4328984029462871
101,-0.4878506314224301
102,-0.42366357065298405
103,-0.4728397547241844
104,-0.5765425768446139
105,-0.5056245120595771
106,-0.5362427046009692
107,-0.47606879188557344
108,-0.4032885793825106
109,-0.5210543957411828
110,-0.43074558326209933
111,-0.43778089473678766
112,-0.3895081529991208
113,-0.44507090971421565
114,-0.5779773106330589
115,-0.41381446663083093
116,-0.5407311870267788
117,-0.34644200799331826
118,-0.5228451765669282
119,-0.5130331915937582
120,-0.540930115985199
121,-0.4905509826070295
122,-0.4177879688024194
123,-0.5228898662769935
124,-0.4941663854947162
125,-0.48456592424882083
126,-0.4640788137127457
127,-0.46332964222810497
128,-0.4068163345380299
129,-0.44743410596338123
130,-0.5439153661211771
131,-0.5047216713646063
132,-0.5265619005454978
133,-0.4880575692756282
134,-0.6124810870273751
135,-0.6061932910248473
136,-0.4903286117599873
137,-0.4414760775533604
138,-0.5770344205893059
139,-0.4700882093577232
140,-0.5263314146861717
141,-0.5851088031767773
142,-0.5215729115061579
143,-0.5509875971060998
144,-0.525457042063745
