eva_count_list,eva_value_list
291,-0.647333789949742
292,-0.6075291892325176
293,-0.5073555630615374
294,-0.5708179736452301
295,-0.5878589036623508
296,-0.5228479055355173
297,-0.5459171281115611
298,-0.5363545871065023
299,-0.5539124232791794
300,-0.5491214180606863
301,-0.6050531986057373
302,-0.5682238286171037
303,-0.5370608949217388
304,-0.6139739376462363
305,-0.4956824419969935
306,-0.6081585957278686
307,-0.5875167973431618
308,-0.5183585142218143
309,-0.6433436833426163
310,-0.6195184006589243
311,-0.5889590963015557
312,-0.5542558298687691
313,-0.6237845870314704
314,-0.6013926679132492
315,-0.6360499537457645
316,-0.5217811299005239
317,-0.5684974468052506
318,-0.5678419343392707
319,-0.6045903597719448
320,-0.5984729610677033
321,-0.5846219470924122
322,-0.5879242433234407
323,-0.4720456835732154
324,-0.5846407134979631
325,-0.6082864660363368
326,-0.5682564360612586
327,-0.5803378535035556
328,-0.5758148943014484
329,-0.6144971852831959
330,-0.5602157833515566
331,-0.5756878251124176
332,-0.5739900032802906
333,-0.6575328870647921
334,-0.6447979831135779
335,-0.5674506910891179
336,-0.567560049835231
337,-0.6105151047998337
338,-0.529479533501444
339,-0.5669175236923354
340,-0.479364630090768
341,-0.6319412837590893
342,-0.6143418600954378
343,-0.5901914119850724
344,-0.5792791695791595
345,-0.5785738069387361
346,-0.5781951516777226
347,-0.5249631642765302
348,-0.5779305168225595
349,-0.5478862633123253
350,-0.4899818711933464
351,-0.5983045353022006
352,-0.5725423995975306
353,-0.6254900916851326
354,-0.5383696771144602
355,-0.5919366494446611
356,-0.5304972552570327
357,-0.5888480131741367
358,-0.5680466701663047
359,-0.64780802125965
360,-0.8894524052552134
361,-0.6398876634788563
362,-0.5845629344966469
363,-0.5189128257161055
364,-0.5567411419833185
365,-0.5708348687748763
366,-0.5176141247194591
367,-0.5499426675485889
368,-0.5731069709189175
369,-0.619379163975912
370,-0.661236395934187
371,-0.6486479255325783
372,-0.6417611900444677
373,-0.55185852694395
374,-0.641837695739795
375,-0.5722012768590904
376,-0.5557306163022212
377,-0.593906339162906
378,-0.668693244728485
379,-0.6015345690954431
380,-0.579113564993799
381,-0.6113209699336379
382,-0.6199500067542865
383,-0.5289027166041944
384,-0.6125000633755066
385,-0.6051293400077001
386,-0.6768112336088952
387,-0.5758860687847791
388,-0.5426598810978864
389,-0.5906598101883445
390,-0.6090547693107473
391,-0.5544646611735239
392,-0.6102014644738645
393,-0.5530927771389021
394,-0.5725971849246394
395,-0.5171359931003241
396,-0.6032887869111334
397,-0.5591870591439614
398,-0.6086539031856957
399,-0.5759083851794642
400,-0.49432086391956453
401,-0.5270641258473908
402,-0.5558498693123974
403,-0.6756856003322937
404,-0.46496804176576295
405,-0.5986564064887739
406,-0.5317726827854051
407,-0.5108851991661655
408,-0.5284391528660306
409,-0.5787121244417084
410,-0.564559063908277
411,-0.5531679026706068
412,-0.5647767480842122
413,-0.5583826068950369
414,-0.6783211602661059
415,-0.572802909801158
416,-0.5765160348202922
417,-0.5730263240039329
418,-0.5420945974053362
419,-0.5047318393274528
420,-0.6304914945776026
421,-0.6033597256943102
422,-0.5914469718117081
423,-0.6337083195974246
424,-0.632209015091869
425,-0.6170814240853113
426,-0.7087552606877016
427,-0.5726083079895917
428,-0.6471670916177954
429,-0.5542144050252058
430,-0.4978787301346263
431,-0.5804826678728603
432,-0.5985135407191564
433,-0.6545975567812431
434,-0.5003841390821053
435,-0.6754134899152708
436,-0.6104456915120935
437,-0.5503025740884511
438,-0.5256512037748626
439,-0.5560246824612259
440,-0.6769457236168045
441,-0.5484796982664187
442,-0.6092000064723252
443,-0.6173094135024612
444,-0.650187870278755
445,-0.6534507146361392
446,-0.5867313782401193
447,-0.5478867937536804
448,-0.5943210427378254
449,-0.5950747544507505
450,-0.5968203789498518
451,-0.5957332156983942
452,-0.5420812864182112
453,-0.6084051616906708
454,-0.6217547984950089
455,-0.5259354301164192
456,-0.6475449700966154
457,-0.5907071799074084
458,-0.5544578442707124
459,-0.5546987000742412
460,-0.6451582099064579
461,-0.5526907117599638
462,-0.5664614116454787
463,-0.5970295979795047
464,-0.5556080838030765
465,-0.586772033202719
466,-0.5596294821957885
467,-0.6002424880673936
468,-0.611672359796178
469,-0.6244909002796699
470,-0.5645368142755851
471,-0.6124578972011643
472,-0.5415444489927476
473,-0.4876213486839184
474,-0.6228643483992558
475,-0.5851437776786397
476,-0.5594968562123054
477,-0.531323098828046
478,-0.5427244906388914
479,-0.6368059105072187
480,-0.5534942213089338
481,-0.6062193834544922
482,-0.6175448877890272
483,-0.632513942640274
484,-0.6892099552075667
485,-0.5956644646781958
486,-0.5882793513357785
487,-0.6703312631218528
488,-0.5725323552955065
489,-0.6013919132095211
490,-0.5982831044169258
491,-0.49590254357347974
492,-0.5423882828820122
493,-0.552409227061186
494,-0.5384379395263732
495,-0.6144370453302149
496,-0.524892908165189
497,-0.6157210433382472
498,-0.5235450677101221
499,-0.6184299037377005
500,-0.572662579841721
