eva_count_list,eva_value_list
1,-1.252116871752653
2,-1.0340752072752903
3,-0.7831704064813055
4,-1.3351644113456183
5,-0.8306787817606182
6,-0.7926910527211461
7,-0.6006982438746242
8,-0.5717160081347735
9,-0.6074490472321884
10,-0.5529862610396498
11,-0.5574439803016684
12,-0.5847090713979652
13,-0.5885025948800425
14,-0.6040934606599196
15,-0.6408264415426825
16,-0.5646769641108212
17,-0.5795208478967003
18,-0.5638480678818656
19,-0.590605259709337
20,-0.5593385017766451
21,-0.5667030079115173
22,-0.5705385168063158
23,-0.572712319668095
24,-0.540264872016425
25,-0.5703778779279911
26,-0.5361024122647754
27,-0.5264411699280455
28,-0.5584343349839942
29,-0.5766519509887812
30,-0.6239029977243522
31,-0.6287541328424722
32,-0.5666418760790347
33,-0.5585956868627814
34,-0.5571940711205317
35,-0.6132117540700259
36,-0.5360854716175916
37,-0.5498247575881162
38,-0.583865313580249
39,-0.5781217892023751
40,-0.5782638825888932
41,-0.5535323193596569
42,-0.6266865864269392
43,-0.5730311674101285
44,-0.5828141793989843
45,-0.5839840493722323
46,-0.6150613100051153
47,-0.6138282409472857
48,-0.5934624565990714
49,-0.581109364061338
50,-0.5397587578051013
51,-0.5202736399952256
52,-0.6193837977889612
53,-0.5656319843665296
54,-0.5345474664288103
55,-0.5188481146259213
56,-0.5632224048932214
57,-0.5797649875885217
58,-0.613826197326975
59,-0.577735636679028
60,-0.5648473746956953
61,-0.573169742001216
62,-0.5921316668669312
63,-0.6078299027053606
64,-0.5833611772470652
65,-0.5670445270323133
66,-0.5234219749155185
67,-0.6067041469038265
68,-0.5550355126823121
69,-0.5499275565464662
70,-0.6239258051107185
71,-0.5836477426412054
72,-0.5729349251444799
73,-0.5681918397327058
74,-0.5836459947137086
75,-0.6159356618351832
76,-0.5378775109693199
77,-0.5672565551654971
78,-0.5724076452421564
79,-0.6083341486001332
80,-0.5975840295641903
81,-0.601561129930688
82,-0.6111498495288901
83,-0.5755653124305935
84,-0.5493030438898419
85,-0.5276423644691997
86,-0.5888074364731457
87,-0.6001051630176422
88,-0.6076135875970899
89,-0.5590290175605007
90,-0.6106268230901384
91,-0.5698636213174636
92,-0.6528720414956755
93,-0.5905829535542281
94,-0.5621607782989523
95,-0.5990004939473452
96,-0.6164021049369903
97,-0.5739238840597783
98,-0.5425177226109041
99,-0.5262368509118792
100,-0.6274866702000458
101,-0.5937392407481482
102,-0.5829427393323454
103,-0.617239672378157
104,-0.5400541610338777
105,-0.5708099062826146
106,-0.5537126842097266
107,-0.6191396901777011
108,-0.5802048802344342
109,-0.5683626153183389
110,-0.5976953768326043
111,-0.556036476265983
112,-0.5316132658871524
113,-0.6050139784917216
114,-0.584674666909398
115,-0.6056470416351198
116,-0.5087568329690049
117,-0.5476060857335905
118,-0.5762656819503895
119,-0.5711243412381404
120,-0.5673812960605084
121,-0.6215559157386773
122,-0.5111829147481258
123,-0.5949757383425486
124,-0.5958501656124348
125,-0.5676923163149331
126,-0.5709921987179724
127,-0.5769648237496063
128,-0.6464077181002468
129,-0.5489109625178836
130,-0.5021917183284547
131,-0.6320671886653523
132,-0.5713572652364961
133,-0.5636535377291723
134,-0.5693770385478178
135,-0.5345450920007213
136,-0.6399827756895343
137,-0.5943512940231656
138,-0.6013482108328011
139,-0.5931716961406901
140,-0.615734541215676
141,-0.5788879607649252
142,-0.5974705842381361
143,-0.5256197810468342
144,-0.5918976202415056
145,-0.5031612570991836
146,-0.5663914965863214
147,-0.5302274531055197
148,-0.5699417153967692
149,-0.5642003772366503
150,-0.5887500150068627
