eva_count_list,eva_value_list,control_tag_list,servers_list
1,5.464283227920532,S,"('192.168.0.17', 5001)"
2,6.12047553062439,S,"('192.168.0.17', 5001)"
3,3.1494109630584717,S,"('192.168.0.15', 5001)"
4,2.1529693603515625,S,"('192.168.0.15', 5001)"
5,2.606771945953369,S,"('192.168.0.16', 5001)"
6,2.7238450050354004,S,"('192.168.0.15', 5001)"
7,1.6319923400878906,S,"('192.168.0.18', 5001)"
8,2.5153372287750244,S,"('192.168.0.18', 5001)"
9,3.5565860271453857,S,"('192.168.0.18', 5001)"
10,5.162123441696167,S,"('192.168.0.18', 5001)"
11,5.2101194858551025,S,"('192.168.0.18', 5001)"
12,3.372089385986328,S,"('192.168.0.15', 5001)"
13,6.364017963409424,S,"('192.168.0.18', 5001)"
14,6.367647171020508,S,"('192.168.0.16', 5001)"
15,7.004684209823608,S,"('192.168.0.17', 5001)"
16,17.897119998931885,S,"('192.168.0.17', 5001)"
17,12.360179901123047,S,"('192.168.0.15', 5001)"
18,13.849107503890991,S,"('192.168.0.15', 5001)"
19,21.477492094039917,S,"('192.168.0.16', 5001)"
20,17.822824001312256,S,"('192.168.0.18', 5001)"
21,13.946837186813354,S,"('192.168.0.18', 5001)"
22,17.75406503677368,S,"('192.168.0.16', 5001)"
23,22.85060405731201,S,"('192.168.0.16', 5001)"
24,6.199010610580444,S,"('192.168.0.18', 5001)"
25,6.942209243774414,S,"('192.168.0.16', 5001)"
26,4.795777797698975,S,"('192.168.0.18', 5001)"
27,5.849393844604492,S,"('192.168.0.18', 5001)"
28,3.8904714584350586,S,"('192.168.0.16', 5001)"
29,7.963999271392822,S,"('192.168.0.16', 5001)"
30,10.345348834991455,S,"('192.168.0.18', 5001)"
31,11.149519205093384,S,"('192.168.0.16', 5001)"
32,38.12553429603577,S,"('192.168.0.18', 5001)"
33,10.860044479370117,S,"('192.168.0.15', 5001)"
34,31.040957927703857,S,"('192.168.0.16', 5001)"
35,12.100377798080444,S,"('192.168.0.16', 5001)"
36,38.0599319934845,S,"('192.168.0.18', 5001)"
37,3.5058577060699463,S,"('192.168.0.17', 5001)"
38,3.340878963470459,S,"('192.168.0.18', 5001)"
39,43.031200885772705,S,"('192.168.0.15', 5001)"
40,10.62505292892456,S,"('192.168.0.15', 5001)"
41,10.706785440444946,S,"('192.168.0.15', 5001)"
42,12.472578048706055,S,"('192.168.0.15', 5001)"
43,12.65890884399414,S,"('192.168.0.17', 5001)"
44,12.96753716468811,S,"('192.168.0.18', 5001)"
45,12.785870552062988,S,"('192.168.0.18', 5001)"
46,21.36920738220215,S,"('192.168.0.16', 5001)"
47,20.441267490386963,S,"('192.168.0.17', 5001)"
48,21.19456720352173,S,"('192.168.0.17', 5001)"
49,12.815889358520508,S,"('192.168.0.17', 5001)"
50,13.663760423660278,S,"('192.168.0.16', 5001)"
51,12.822089195251465,S,"('192.168.0.18', 5001)"
52,13.321436882019043,S,"('192.168.0.15', 5001)"
53,27.44157385826111,S,"('192.168.0.15', 5001)"
54,17.06345558166504,S,"('192.168.0.16', 5001)"
55,17.052331686019897,S,"('192.168.0.18', 5001)"
56,10.219171524047852,S,"('192.168.0.16', 5001)"
57,11.120405197143555,S,"('192.168.0.17', 5001)"
58,10.624590158462524,S,"('192.168.0.15', 5001)"
59,23.80897855758667,S,"('192.168.0.18', 5001)"
60,22.773995399475098,S,"('192.168.0.18', 5001)"
61,18.041761875152588,S,"('192.168.0.16', 5001)"
62,3.01298189163208,S,"('192.168.0.17', 5001)"
63,11.018221616744995,S,"('192.168.0.17', 5001)"
64,31.04257607460022,S,"('192.168.0.15', 5001)"
65,3.9547502994537354,S,"('192.168.0.18', 5001)"
66,22.289878606796265,S,"('192.168.0.18', 5001)"
67,5.4537413120269775,S,"('192.168.0.15', 5001)"
68,4.997385025024414,S,"('192.168.0.16', 5001)"
69,32.56370782852173,S,"('192.168.0.18', 5001)"
70,6.90328311920166,S,"('192.168.0.17', 5001)"
71,7.002329587936401,S,"('192.168.0.18', 5001)"
72,8.878400564193726,S,"('192.168.0.17', 5001)"
73,7.4634130001068115,S,"('192.168.0.16', 5001)"
74,6.412484645843506,S,"('192.168.0.16', 5001)"
75,4.086794137954712,S,"('192.168.0.17', 5001)"
76,50.6474769115448,S,"('192.168.0.18', 5001)"
77,43.868248462677,S,"('192.168.0.17', 5001)"
78,40.1539261341095,S,"('192.168.0.16', 5001)"
79,3.2755582332611084,S,"('192.168.0.17', 5001)"
80,5.0905280113220215,S,"('192.168.0.16', 5001)"
81,28.0190269947052,S,"('192.168.0.15', 5001)"
82,33.35391807556152,S,"('192.168.0.16', 5001)"
83,33.80570101737976,S,"('192.168.0.18', 5001)"
84,14.532022476196289,S,"('192.168.0.18', 5001)"
85,13.560592412948608,S,"('192.168.0.17', 5001)"
86,14.674408435821533,S,"('192.168.0.18', 5001)"
87,23.153199911117554,S,"('192.168.0.15', 5001)"
88,23.39844250679016,S,"('192.168.0.16', 5001)"
89,14.280827283859253,S,"('192.168.0.18', 5001)"
90,14.582980871200562,S,"('192.168.0.17', 5001)"
91,14.242138862609863,S,"('192.168.0.17', 5001)"
92,12.827383756637573,S,"('192.168.0.16', 5001)"
93,16.170329809188843,S,"('192.168.0.16', 5001)"
94,16.619482278823853,S,"('192.168.0.15', 5001)"
95,14.606294631958008,S,"('192.168.0.16', 5001)"
96,15.81145453453064,S,"('192.168.0.18', 5001)"
97,16.102863073349,S,"('192.168.0.18', 5001)"
98,6.881818771362305,S,"('192.168.0.17', 5001)"
99,9.369255781173706,S,"('192.168.0.17', 5001)"
100,20.299283504486084,S,"('192.168.0.17', 5001)"
101,12.8922438621521,S,"('192.168.0.18', 5001)"
102,5.642977237701416,S,"('192.168.0.17', 5001)"
103,15.57895278930664,S,"('192.168.0.17', 5001)"
104,17.28223466873169,S,"('192.168.0.15', 5001)"
105,8.041215896606445,S,"('192.168.0.17', 5001)"
106,7.549692630767822,S,"('192.168.0.17', 5001)"
107,7.768296957015991,S,"('192.168.0.16', 5001)"
108,5.553147792816162,S,"('192.168.0.15', 5001)"
109,5.769824981689453,S,"('192.168.0.15', 5001)"
110,3.104037284851074,S,"('192.168.0.18', 5001)"
111,4.177947521209717,S,"('192.168.0.16', 5001)"
112,3.223203420639038,S,"('192.168.0.18', 5001)"
113,3.547785758972168,S,"('192.168.0.15', 5001)"
114,3.754852294921875,S,"('192.168.0.18', 5001)"
115,3.1659812927246094,S,"('192.168.0.16', 5001)"
116,2.3928518295288086,S,"('192.168.0.15', 5001)"
117,2.154724359512329,S,"('192.168.0.15', 5001)"
118,2.1544530391693115,S,"('192.168.0.18', 5001)"
119,77.76150727272034,S,"('192.168.0.16', 5001)"
120,97.2112774848938,S,"('192.168.0.16', 5001)"
121,13.410585403442383,S,"('192.168.0.17', 5001)"
122,15.358108758926392,S,"('192.168.0.16', 5001)"
123,8.623708724975586,S,"('192.168.0.16', 5001)"
124,9.07581353187561,S,"('192.168.0.16', 5001)"
125,12.266236305236816,S,"('192.168.0.17', 5001)"
126,19.4035062789917,S,"('192.168.0.17', 5001)"
127,22.98407483100891,S,"('192.168.0.15', 5001)"
128,23.017916917800903,S,"('192.168.0.18', 5001)"
129,80.19748330116272,S,"('192.168.0.18', 5001)"
130,10.35238790512085,S,"('192.168.0.15', 5001)"
131,11.199572801589966,S,"('192.168.0.17', 5001)"
132,25.35837960243225,S,"('192.168.0.18', 5001)"
133,12.665242671966553,S,"('192.168.0.16', 5001)"
134,13.063540935516357,S,"('192.168.0.17', 5001)"
135,13.436118841171265,S,"('192.168.0.16', 5001)"
136,13.22057580947876,S,"('192.168.0.18', 5001)"
137,12.50891375541687,S,"('192.168.0.18', 5001)"
138,13.104774713516235,S,"('192.168.0.15', 5001)"
139,5.440598249435425,S,"('192.168.0.15', 5001)"
140,17.249313592910767,S,"('192.168.0.17', 5001)"
141,13.06931734085083,S,"('192.168.0.16', 5001)"
142,8.275839567184448,S,"('192.168.0.16', 5001)"
143,22.098263025283813,S,"('192.168.0.15', 5001)"
144,4.92800235748291,S,"('192.168.0.17', 5001)"
145,6.458326816558838,S,"('192.168.0.18', 5001)"
146,5.1883766651153564,S,"('192.168.0.15', 5001)"
147,25.372811317443848,S,"('192.168.0.16', 5001)"
148,13.804215431213379,S,"('192.168.0.16', 5001)"
149,29.623921394348145,S,"('192.168.0.17', 5001)"
150,38.27146816253662,S,"('192.168.0.15', 5001)"
151,31.032194137573242,S,"('192.168.0.16', 5001)"
152,5.2275285720825195,S,"('192.168.0.16', 5001)"
153,19.237085819244385,S,"('192.168.0.15', 5001)"
154,9.799830198287964,S,"('192.168.0.17', 5001)"
155,5.833100080490112,S,"('192.168.0.16', 5001)"
156,8.706855297088623,S,"('192.168.0.15', 5001)"
157,10.482188940048218,S,"('192.168.0.18', 5001)"
158,44.17443776130676,S,"('192.168.0.15', 5001)"
159,10.028067827224731,S,"('192.168.0.18', 5001)"
160,10.088472127914429,S,"('192.168.0.15', 5001)"
161,11.963634967803955,S,"('192.168.0.17', 5001)"
162,8.750202894210815,S,"('192.168.0.16', 5001)"
163,23.388592958450317,S,"('192.168.0.17', 5001)"
164,12.76744794845581,S,"('192.168.0.18', 5001)"
165,11.21962833404541,S,"('192.168.0.17', 5001)"
166,24.538714170455933,S,"('192.168.0.16', 5001)"
167,9.995177030563354,S,"('192.168.0.18', 5001)"
168,11.550983190536499,S,"('192.168.0.17', 5001)"
169,14.979297161102295,S,"('192.168.0.16', 5001)"
170,16.52914595603943,S,"('192.168.0.16', 5001)"
171,14.397220849990845,S,"('192.168.0.17', 5001)"
172,14.352570295333862,S,"('192.168.0.18', 5001)"
173,14.776646614074707,S,"('192.168.0.18', 5001)"
174,43.623215675354004,S,"('192.168.0.18', 5001)"
175,15.547096967697144,S,"('192.168.0.17', 5001)"
176,15.851336002349854,S,"('192.168.0.17', 5001)"
